,SCINAME,COMNAME,SVSPP,CRUISE6,CRUISE,STRATUM,TOW,STATION,STATUS_CODE,ID,STATYPE,HAUL,GEARCOND,SHG,TYPE_CODE,TYPE_COMMENT,OPERATION_CODE,OPERATION_COMMENT,GEAR_CODE,GEAR_COMMENT,ACQUISITION_CODE,ACQUISITION_COMMENT,TOGA,AREA,SVVESSEL,CRUNUM,SVGEAR,BEGIN_EST_TOWDATE,BEING_EST_TOWDATE,BEGIN_GMT_TOWDATE,BEGIN_GMT_TOWDATE_1,EST_YEAR,EST_MONTH,EST_DAY,EST_JULIAN_DAY,EST_TIME,GMT_YEAR,GMT_MONTH,GMT_DAY,GMT_JULIAN_DAY,GMT_TIME,TOWDUR,SETDEPTH,ENDDEPTH,MINDEPTH,MAXDEPTH,AVGDEPTH,BEGEKVLOG,ENDEKVLOG,BEGLAT,BEGLON,ENDLAT,ENDLON,DECDEG_BEGLAT,DECDEG_BEGLON,DECDEG_ENDLAT,DECDEG_ENDLON,LORS1,LORE1,LORS2,LORE2,CABLE,PITCH,HEADING,COURSE,RPM,DOPDISTB,DOPDISTW,DESSPEED,GEARID,DOORID,OTHGEAR,AIRTEMP,CLOUD,BAROPRESS,WINDDIR,WINDSP,WEATHER,WAVEHGT,SWELLDIR,SWELLHGT,BKTTEMP,TRASHAMT,TRASHSHL,TRASHBIO,TRASHSUB,XBT,SURFTEMP,SURFSALIN,BOTTEMP,BOTSALIN,FULD,NO_DETAIL_SVSPP,BOTSPEED,WATCH_CHIEF_COMMENTS,STATION_COMMENTS,HABITAT_COMMENTS,EXPCATCHNUM,EXPCATCHWT,SCIENTIFIC_NAME
44,ALOSA SAPIDISSIMA,AMERICAN SHAD,35,202304.0,202304.0,01090,2.0,266.0,10.0,202304010900020266,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,537.0,HB,4.0,10.0,10/31/2023 00:04:17,10/31/2023 00:24:18,10/31/2023 05:04:17,10/31/2023 05:24:18,2023.0,10.0,31.0,2460249.0,00:04:17,2023.0,10.0,31.0,2460249.0,05:04:17,20.02,30.0,31.0,30.0,31.0,31.0,,,4112.7,7021.26,4112.91,7022.5,41.211667,-70.354333,41.215167,-70.375, , , , ,,,288.1,272.0,,1.029,,, , , ,,,,340.2,24.7,,,,,,,,,, ,15.51,31.231,15.6,31.274,,,3.1,,,,1.0,0.098,Alosa sapidissima (American shad)
45,ALOSA SAPIDISSIMA,AMERICAN SHAD,35,202304.0,202304.0,03460,2.0,267.0,10.0,202304034600020267,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,537.0,HB,4.0,10.0,10/31/2023 01:43:38,10/31/2023 02:03:46,10/31/2023 06:43:38,10/31/2023 07:03:46,2023.0,10.0,31.0,2460249.0,01:43:38,2023.0,10.0,31.0,2460249.0,06:43:38,20.14,24.0,24.0,24.0,25.0,24.0,,,4114.13,7017.14,4114.35,7018.41,41.2355,-70.285667,41.239167,-70.306833, , , , ,,,301.6,286.0,,1.058,,, , , ,,,,348.3,22.4,,,,,,,,,, ,15.02,31.036,15.03,31.075,,,3.2,,haulback washit5 seconds late,,2.0,0.31,Alosa sapidissima (American shad)
46,ALOSA SAPIDISSIMA,AMERICAN SHAD,35,202304.0,202304.0,03460,1.0,268.0,10.0,202304034600010268,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"DSmean outside opt, within tol; WSmean outside opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,537.0,HB,4.0,10.0,10/31/2023 04:16:21,10/31/2023 04:36:22,10/31/2023 09:16:21,10/31/2023 09:36:22,2023.0,10.0,31.0,2460249.0,04:16:21,2023.0,10.0,31.0,2460249.0,09:16:21,20.03,23.0,24.0,23.0,25.0,24.0,,,4103.2,7007.18,4103.82,7008.27,41.053333,-70.119667,41.063667,-70.137833, , , , ,,,326.2,295.0,,1.17,,, , , ,,,,351.4,17.9,,,,,,,,,, ,15.33,31.184,15.36,31.186,,,3.5,,,,1.0,0.139,Alosa sapidissima (American shad)
47,ALOSA SAPIDISSIMA,AMERICAN SHAD,35,202304.0,202304.0,01090,5.0,273.0,10.0,202304010900050273,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,2.0,Event Button Press Multiple x,1212.0,526.0,HB,4.0,10.0,10/31/2023 20:25:21,10/31/2023 20:45:22,11/01/2023 01:25:21,11/01/2023 01:45:22,2023.0,10.0,31.0,2460249.0,20:25:21,2023.0,11.0,1.0,2460250.0,01:25:21,20.02,38.0,36.0,36.0,38.0,37.0,,,4049.97,6946.73,4049.02,6946.48,40.832833,-69.778833,40.817,-69.774667, , , , ,,,177.0,173.0,,1.026,,, , , ,,,,47.0,15.6,,,,,,,,,, ,14.47,31.298,14.49,31.302,,,3.1,,First haul back clicked prematurely.,,1.0,0.188,Alosa sapidissima (American shad)
48,ALUTERUS HEUDELOTI,DOTTEREL FILEFISH,830,202304.0,202304.0,01620,1.0,68.0,10.0,202304016200010068,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,632.0,HB,4.0,10.0,09/18/2023 01:01:07,09/18/2023 01:21:09,09/18/2023 06:01:07,09/18/2023 06:21:09,2023.0,9.0,18.0,2460206.0,01:01:07,2023.0,9.0,18.0,2460206.0,06:01:07,20.03,75.0,76.0,75.0,76.0,75.0,,,3620.63,7451.33,3619.64,7451.44,36.343833,-74.8555,36.327333,-74.857333, , , , ,,,185.7,194.0,,1.041,,, , , ,,,,149.8,22.4,,,,,,,,,, ,24.14,31.711,11.67,33.021,,,3.1,,,,1.0,0.048,Aluterus heudelotii (dotterel filefish)
50,ALUTERUS SCHOEPFI,ORANGE FILEFISH,832,202304.0,202304.0,07520,2.0,82.0,10.0,202304075200020082,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,702.0,HB,4.0,10.0,09/19/2023 07:22:53,09/19/2023 07:42:53,09/19/2023 12:22:53,09/19/2023 12:42:53,2023.0,9.0,19.0,2460207.0,07:22:53,2023.0,9.0,19.0,2460207.0,12:22:53,19.99,23.0,25.0,23.0,25.0,24.0,,,3457.42,7549.09,3457.25,7547.84,34.957,-75.818167,34.954167,-75.797333, , , , ,,,97.0,96.0,,1.106,,, , , ,,,,312.0,11.8,,,,,,,,,, ,26.59,35.81,26.6,35.812,,,3.3,,stream 1210; TrawlWinchMode was not set to AutoTrawl prior to Start Trawl. Value:0,,3.0,3.345,Aluterus schoepfii (orange filefish)
51,ALUTERUS SCHOEPFI,ORANGE FILEFISH,832,202304.0,202304.0,07520,3.0,83.0,10.0,202304075200030083,1.0,1.0,1.0,111.0,1.0,ALTERNATE,1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,702.0,HB,4.0,10.0,09/19/2023 08:32:47,09/19/2023 08:52:46,09/19/2023 13:32:47,09/19/2023 13:52:46,2023.0,9.0,19.0,2460207.0,08:32:47,2023.0,9.0,19.0,2460207.0,13:32:47,20.0,28.0,25.0,25.0,28.0,26.0,,,3456.63,7546.8,3456.53,7545.6,34.943833,-75.78,34.942167,-75.76, , , , ,,,95.3,94.0,,1.032,,, , , ,,,,324.9,11.7,,,,,,,,,, ,26.6,35.805,26.6,35.805,,,3.1,,,,2.0,2.54,Aluterus schoepfii (orange filefish)
52,ALUTERUS SCHOEPFI,ORANGE FILEFISH,832,202304.0,202304.0,08500,1.0,84.0,10.0,202304085000010084,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,702.0,HB,4.0,10.0,09/19/2023 10:12:48,09/19/2023 10:32:58,09/19/2023 15:12:48,09/19/2023 15:32:58,2023.0,9.0,19.0,2460207.0,10:12:48,2023.0,9.0,19.0,2460207.0,15:12:48,20.17,32.0,33.0,32.0,33.0,33.0,,,3448.31,7548.49,3447.37,7548.84,34.805167,-75.808167,34.7895,-75.814, , , , ,,,188.5,182.0,,1.09,,, , , ,,,,341.0,4.0,,,,,,,,,, ,27.15,35.959,27.12,35.956,,,3.2,,,,5.0,4.605,Aluterus schoepfii (orange filefish)
54,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01210,2.0,221.0,10.0,202304012100020221,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,551.0,HB,4.0,10.0,10/17/2023 21:35:53,10/17/2023 21:55:54,10/18/2023 02:35:53,10/18/2023 02:55:54,2023.0,10.0,17.0,2460235.0,21:35:53,2023.0,10.0,18.0,2460236.0,02:35:53,20.01,113.0,111.0,111.0,113.0,112.0,,,4207.86,6615.24,4208.0,6613.96,42.131,-66.254,42.133333,-66.232667, , , , ,,,116.4,107.0,,1.023,,, , , ,,,,343.3,4.6,,,,,,,,,, ,14.46,31.461,8.22,33.879,,,3.1,,+50m wire out,,5.0,13.011,Amblyraja radiata (thorny skate)
55,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01290,7.0,223.0,10.0,202304012900070223,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",3.0,Acquisition Code Value = 4,1.0,No damage/malfunction,4.0,HGT < 25% data acq.,1314.0,464.0,HB,4.0,10.0,10/18/2023 03:12:13,10/18/2023 03:32:14,10/18/2023 08:12:13,10/18/2023 08:32:14,2023.0,10.0,18.0,2460236.0,03:12:13,2023.0,10.0,18.0,2460236.0,08:12:13,20.02,231.0,228.0,227.0,232.0,229.0,,,4213.14,6544.42,4214.09,6544.19,42.219,-65.740333,42.234833,-65.7365, , , , ,,,357.3,14.0,,1.031,,, , , ,,,,308.3,10.3,,,,,,,,,, ,14.03,31.382,8.39,34.861,,,3.1,,added 56m,,2.0,0.655,Amblyraja radiata (thorny skate)
56,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01290,1.0,224.0,10.0,202304012900010224,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"DSmean outside opt, within tol; WSmean outside opt, within tol; HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,464.0,HB,4.0,10.0,10/18/2023 06:50:08,10/18/2023 07:10:08,10/18/2023 11:50:08,10/18/2023 12:10:08,2023.0,10.0,18.0,2460236.0,06:50:08,2023.0,10.0,18.0,2460236.0,11:50:08,19.99,251.0,252.0,251.0,254.0,252.0,,,4205.06,6545.55,4206.1,6545.45,42.084333,-65.759167,42.101667,-65.7575, , , , ,,,22.6,9.0,,1.084,,, , , ,,,,5.5,4.9,,,,,,,,,, ,15.22,30.898,8.19,34.845,,,3.3,,1 kt current add 60m wire,,6.0,11.628,Amblyraja radiata (thorny skate)
57,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01170,2.0,227.0,10.0,202304011700020227,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,551.0,HB,4.0,10.0,10/18/2023 12:50:58,10/18/2023 13:11:01,10/18/2023 17:50:58,10/18/2023 18:11:01,2023.0,10.0,18.0,2460236.0,12:50:58,2023.0,10.0,18.0,2460236.0,17:50:58,20.05,175.0,173.0,173.0,176.0,175.0,,,4156.63,6549.58,4155.8,6548.87,41.943833,-65.826333,41.93,-65.8145, , , , ,,,144.3,142.0,,1.143,,, , , ,,,,22.2,2.9,,,,,,,,,, ,15.51,31.204,9.03,34.768,,,3.4,,,,1.0,0.489,Amblyraja radiata (thorny skate)
58,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01160,4.0,230.0,10.0,202304011600040230,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,551.0,HB,4.0,10.0,10/18/2023 21:51:14,10/18/2023 22:11:19,10/19/2023 02:51:14,10/19/2023 03:11:19,2023.0,10.0,18.0,2460236.0,21:51:14,2023.0,10.0,19.0,2460237.0,02:51:14,20.08,89.0,90.0,89.0,91.0,90.0,,,4200.21,6611.81,4200.32,6610.52,42.0035,-66.196833,42.005333,-66.175333, , , , ,,,92.4,72.0,,1.017,,, , , ,,,,151.5,3.8,,,,,,,,,, ,14.49,31.8,8.58,32.898,,,3.0,,,,1.0,4.288,Amblyraja radiata (thorny skate)
59,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01160,13.0,240.0,10.0,202304011600130240,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,562.0,HB,4.0,10.0,10/19/2023 21:56:08,10/19/2023 22:16:16,10/20/2023 02:56:08,10/20/2023 03:16:16,2023.0,10.0,19.0,2460237.0,21:56:08,2023.0,10.0,20.0,2460238.0,02:56:08,20.14,82.0,85.0,81.0,86.0,83.0,,,4123.42,6640.45,4122.65,6639.7,41.390333,-66.674167,41.3775,-66.661667, , , , ,,,138.5,144.0,,1.089,,, , , ,,,,130.5,10.4,,,,,,,,,, ,14.42,31.794,11.04,32.425,,,3.2,,Haul back button hit 8 seconds late,,1.0,0.054,Amblyraja radiata (thorny skate)
60,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01260,3.0,251.0,10.0,202304012600030251,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,514.0,HB,4.0,10.0,10/21/2023 13:36:29,10/21/2023 13:56:41,10/21/2023 18:36:29,10/21/2023 18:56:41,2023.0,10.0,21.0,2460239.0,13:36:29,2023.0,10.0,21.0,2460239.0,18:36:29,20.19,137.0,144.0,137.0,146.0,143.0,,,4214.78,7004.23,4214.87,7002.9,42.246333,-70.0705,42.247833,-70.048333, , , , ,,,79.4,85.0,,1.044,,, , , ,,,,52.2,24.7,,,,,,,,,, ,,,,,,,3.1,,,,2.0,0.809,Amblyraja radiata (thorny skate)
61,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01260,2.0,252.0,10.0,202304012600020252,1.0,4.0,9.0,149.0,1.0,"RANDOM, within 1nm radius",4.0,"Tow Duration < 16.00min; TowDist < 0.8nm; Acquisition Code Value = 4; HGTmean outsde opt, within tol",4.0,Major Gear Damage (i.e. rim-rack); Signif Hang < 16min tow dur(or unknwn tow dur); Damaged Frame Rope(s),4.0,Critical Button Press Error,1444.0,514.0,HB,4.0,10.0,10/21/2023 17:47:27,10/21/2023 17:54:57,10/21/2023 22:47:27,10/21/2023 22:54:57,2023.0,10.0,21.0,2460239.0,17:47:27,2023.0,10.0,21.0,2460239.0,22:47:27,7.49,81.0,80.0,79.0,81.0,80.0,,,4225.59,7007.98,4225.85,7007.59,42.4265,-70.133,42.430833,-70.1265, , , , ,,,16.2,33.0,,0.435,,, , , ,,,,309.9,21.2,,,,,,,,,, ,14.22,31.363,9.34,32.369,,,3.5,,,,8.0,7.668,Amblyraja radiata (thorny skate)
62,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,01260,6.0,254.0,10.0,202304012600060254,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,514.0,HB,4.0,10.0,10/22/2023 12:47:52,10/22/2023 13:07:52,10/22/2023 17:47:52,10/22/2023 18:07:52,2023.0,10.0,22.0,2460240.0,12:47:52,2023.0,10.0,22.0,2460240.0,17:47:52,20.01,87.0,85.0,84.0,87.0,86.0,,,4217.63,7026.98,4217.65,7028.31,42.293833,-70.449667,42.294167,-70.471833, , , , ,,,274.6,260.0,,0.997,,, , , ,,,,275.7,23.1,,,,,,,,,, ,14.44,31.101,9.69,32.044,,,3.0,,,,2.0,6.315,Amblyraja radiata (thorny skate)
63,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,03640,2.0,256.0,10.0,202304036400020256,1.0,3.0,6.0,136.0,1.0,"RANDOM, within 1nm radius",2.0,75-99% Tow in Correct Stratum,2.0,Obstruction in/on gear not significant,1.0,No Data Acq. Errors,1221.0,514.0,HB,4.0,10.0,10/22/2023 20:37:35,10/22/2023 20:57:37,10/23/2023 01:37:35,10/23/2023 01:57:37,2023.0,10.0,22.0,2460240.0,20:37:35,2023.0,10.0,23.0,2460241.0,01:37:35,20.03,43.0,42.0,41.0,43.0,42.0,,,4211.99,7034.75,4212.68,7035.74,42.199833,-70.579167,42.211333,-70.595667, , , , ,,,312.8,315.0,,1.132,,, , , ,,,,289.0,18.9,,,,,,,,,, ,14.61,31.043,10.79,32.058,,,3.4,,,,1.0,0.72,Amblyraja radiata (thorny skate)
64,AMBLYRAJA RADIATA,THORNY SKATE,28,202304.0,202304.0,03650,2.0,257.0,10.0,202304036500020257,1.0,1.0,1.0,111.0,1.0,ALTERNATE,2.0,"DSmean outside opt, within tol; HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,514.0,HB,4.0,10.0,10/22/2023 22:16:23,10/22/2023 22:36:26,10/23/2023 03:16:23,10/23/2023 03:36:26,2023.0,10.0,22.0,2460240.0,22:16:23,2023.0,10.0,23.0,2460241.0,03:16:23,20.06,45.0,43.0,43.0,45.0,44.0,,,4211.13,7033.76,4211.82,7034.72,42.1855,-70.562667,42.197,-70.578667, , , , ,,,316.0,317.0,,1.115,,, , , ,,,,307.8,19.8,,,,,,,,,, ,14.67,31.017,12.11,31.848,,,3.3,,,,2.0,0.055,Amblyraja radiata (thorny skate)
66,AMMODYTES DUBIUS,NORTHERN SAND LANCE,181,202304.0,202304.0,01190,10.0,213.0,10.0,202304011900100213,1.0,4.0,7.0,147.0,1.0,"RANDOM, within 1nm radius",4.0,"Tow Duration < 16.00min; TowDist < 0.8nm; HGTmean outsde opt, within tol",4.0,Loss of bottom contact for signif duration(4min+),1.0,No Data Acq. Errors,1441.0,562.0,HB,4.0,10.0,10/15/2023 14:07:59,10/15/2023 14:21:16,10/15/2023 19:07:59,10/15/2023 19:21:16,2023.0,10.0,15.0,2460233.0,14:07:59,2023.0,10.0,15.0,2460233.0,19:07:59,13.28,45.0,45.0,44.0,46.0,45.0,,,4145.84,6724.96,4146.43,6725.04,41.764,-67.416,41.773833,-67.417333, , , , ,,,354.8,7.0,,0.64,,, , , ,,,,12.0,21.9,,,,,,,,,, ,15.68,32.071,15.7,32.079,,,2.9,,,,2.0,0.007,Ammodytes dubius (northern sand lance)
67,AMMODYTES DUBIUS,NORTHERN SAND LANCE,181,202304.0,202304.0,01160,6.0,229.0,10.0,202304011600060229,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,552.0,HB,4.0,10.0,10/18/2023 18:50:45,10/18/2023 19:10:48,10/18/2023 23:50:45,10/19/2023 00:10:48,2023.0,10.0,18.0,2460236.0,18:50:45,2023.0,10.0,18.0,2460236.0,23:50:45,20.05,98.0,97.0,97.0,98.0,97.0,,,4141.23,6606.63,4142.2,6606.37,41.687167,-66.1105,41.703333,-66.106167, , , , ,,,0.8,1.0,,1.049,,, , , ,,,,64.1,4.1,,,,,,,,,, ,14.62,31.274,7.61,33.072,,,3.1,,,,2.0,0.007,Ammodytes dubius (northern sand lance)
68,AMMODYTES DUBIUS,NORTHERN SAND LANCE,181,202304.0,202304.0,01180,4.0,237.0,10.0,202304011800040237,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,562.0,HB,4.0,10.0,10/19/2023 14:54:33,10/19/2023 15:14:33,10/19/2023 19:54:33,10/19/2023 20:14:33,2023.0,10.0,19.0,2460237.0,14:54:33,2023.0,10.0,19.0,2460237.0,19:54:33,20.0,278.0,281.0,275.0,284.0,279.0,,,4107.07,6620.75,4106.12,6621.26,41.117833,-66.345833,41.102,-66.354333, , , , ,,,196.5,200.0,,1.119,,, , , ,,,,73.5,6.3,,,,,,,,,, ,15.62,31.71,8.64,34.983,,,3.4,,neton deck 2036,,1.0,0.003,Ammodytes dubius (northern sand lance)
72,ANCHOA HEPSETUS,STRIPED ANCHOVY,44,202304.0,202304.0,01650,6.0,50.0,10.0,202304016500060050,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/14/2023 01:48:05,09/14/2023 02:08:06,09/14/2023 06:48:05,09/14/2023 07:08:06,2023.0,9.0,14.0,2460202.0,01:48:05,2023.0,9.0,14.0,2460202.0,06:48:05,20.01,30.0,31.0,29.0,31.0,30.0,,,3716.0,7515.71,3715.22,7516.48,37.266667,-75.261833,37.253667,-75.274667, , , , ,,,224.9,213.0,,1.075,,, , , ,,,,3.2,12.9,,,,,,,,,, ,25.74,31.767,17.74,32.256,,,3.2,,,,33.0,0.2,Anchoa hepsetus (striped anchovy)
73,ANCHOA HEPSETUS,STRIPED ANCHOVY,44,202304.0,202304.0,01650,3.0,51.0,10.0,202304016500030051,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/14/2023 03:46:55,09/14/2023 04:06:58,09/14/2023 08:46:55,09/14/2023 09:06:58,2023.0,9.0,14.0,2460202.0,03:46:55,2023.0,9.0,14.0,2460202.0,08:46:55,20.05,23.0,23.0,22.0,24.0,23.0,,,3714.58,7529.44,3713.8,7530.25,37.243,-75.490667,37.23,-75.504167, , , , ,,,215.7,207.0,,1.164,,, , , ,,,,33.8,13.2,,,,,,,,,, ,25.54,30.339,19.28,32.2,,,3.5,,,,9.0,0.043,Anchoa hepsetus (striped anchovy)
74,ANCHOA HEPSETUS,STRIPED ANCHOVY,44,202304.0,202304.0,03380,2.0,52.0,10.0,202304033800020052,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/14/2023 07:57:51,09/14/2023 08:17:52,09/14/2023 12:57:51,09/14/2023 13:17:52,2023.0,9.0,14.0,2460202.0,07:57:51,2023.0,9.0,14.0,2460202.0,12:57:51,20.03,21.0,22.0,21.0,24.0,22.0,,,3646.81,7539.67,3647.68,7539.14,36.780167,-75.661167,36.794667,-75.652333, , , , ,,,33.0,21.0,,1.097,,, , , ,,,,20.2,14.3,,,,,,,,,, ,25.6,31.025,22.75,31.783,,,3.3,,Stream net 1250 gmt; Net on deck 1328,,6.0,0.032,Anchoa hepsetus (striped anchovy)
75,ANCHOA HEPSETUS,STRIPED ANCHOVY,44,202304.0,202304.0,03380,3.0,53.0,10.0,202304033800030053,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/16/2023 13:55:30,09/16/2023 14:15:31,09/16/2023 18:55:30,09/16/2023 19:15:31,2023.0,9.0,16.0,2460204.0,13:55:30,2023.0,9.0,16.0,2460204.0,18:55:30,20.01,17.0,20.0,16.0,20.0,18.0,,,3651.06,7545.29,3650.73,7544.12,36.851,-75.754833,36.8455,-75.735333, , , , ,,,95.0,102.0,,1.098,,, , , ,,,,305.9,7.9,,,,,,,,,, ,24.49,30.602,24.05,30.883,,,3.3,,,,86.0,0.638,Anchoa hepsetus (striped anchovy)
76,ANCHOA HEPSETUS,STRIPED ANCHOVY,44,202304.0,202304.0,01650,5.0,54.0,10.0,202304016500050054,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/16/2023 17:24:19,09/16/2023 17:44:30,09/16/2023 22:24:19,09/16/2023 22:44:30,2023.0,9.0,16.0,2460204.0,17:24:19,2023.0,9.0,16.0,2460204.0,22:24:19,20.18,31.0,32.0,31.0,35.0,33.0,,,3704.84,7518.3,3705.35,7517.25,37.080667,-75.305,37.089167,-75.2875, , , , ,,,52.7,61.0,,1.124,,, , , ,,,,255.9,10.2,,,,,,,,,, ,24.18,31.628,20.21,32.103,,,3.3,,,,2372.0,15.182,Anchoa hepsetus (striped anchovy)
77,ANCHOA HEPSETUS,STRIPED ANCHOVY,44,202304.0,202304.0,01650,1.0,55.0,10.0,202304016500010055,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/16/2023 18:55:20,09/16/2023 19:15:26,09/16/2023 23:55:20,09/17/2023 00:15:26,2023.0,9.0,16.0,2460204.0,18:55:20,2023.0,9.0,16.0,2460204.0,23:55:20,20.1,34.0,34.0,33.0,34.0,34.0,,,3704.91,7513.5,3705.17,7512.31,37.081833,-75.225,37.086167,-75.205167, , , , ,,,75.1,76.0,,1.069,,, , , ,,,,270.9,6.7,,,,,,,,,, ,24.35,32.018,20.69,32.108,,,3.2,,,,30.0,0.198,Anchoa hepsetus (striped anchovy)
78,ANCHOA HEPSETUS,STRIPED ANCHOVY,44,202304.0,202304.0,01610,2.0,66.0,10.0,202304016100020066,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/17/2023 21:29:25,09/17/2023 21:49:35,09/18/2023 02:29:25,09/18/2023 02:49:35,2023.0,9.0,17.0,2460205.0,21:29:25,2023.0,9.0,18.0,2460206.0,02:29:25,20.17,33.0,31.0,31.0,33.0,32.0,,,3622.21,7514.2,3621.33,7513.61,36.370167,-75.236667,36.3555,-75.226833, , , , ,,,161.0,161.0,,1.162,,, , , ,,,,154.8,15.4,,,,,,,,,, ,24.7,31.923,20.63,32.276,,,3.5,,,,1.0,0.012,Anchoa hepsetus (striped anchovy)
